Sample,Rollercount,RollerGap,Waterflow,Airpressure,BrightLine,
1,280,1.686,48.3,0.1,9,
2,274,1.686,48.3,0.1,7,
3,264,1.686,48.3,0.1,5,
4,275,1.686,48.3,0.1,8,
5,261,1.686,48.3,0.1,6,
6,274,1.686,48.3,0.1,9,
7,262,1.686,48.3,0.1,5,
8,260,1.686,48.3,0.1,5,
9,253,1.686,48.3,0.1,2,
10,264,1.687,48.3,0.1,4,
11,251,1.687,48.3,0.1,2,
12,269,1.696,48.3,0.1,4,
13,254,1.687,48.3,0.1,4,
14,249,1.686,48.3,0.1,1,
15,254,1.688,48.3,0.1,4,
16,252,1.688,48.3,0.1,2,
17,261,1.7,48.3,0.1,4,
18,248,1.7,48.3,0.1,0,
19,245,1.7,48.3,0.1,0,
20,259,1.7,48.3,0.1,2,
21,255,1.69,48.3,0.1,3,
22,256,1.69,48.3,0.1,3,
23,241,1.69,48.3,0.1,0,
24,245,1.69,48.3,0.1,0,
25,254,1.69,48.3,0.1,4,
26,255,1.69,48.3,0.1,3,
27,254,1.698,48.3,0.1,2,
28,251,1.698,48.3,0.1,2,
29,242,1.68,48.3,0.1,0,
30,242,1.672,48.3,0.1,2,
31,231,1.665,48.3,0.1,1,
32,236,1.701,48.3,0.1,0,
33,243,1.7,48.3,0.1,0,
34,247,1.7,48.3,0.1,0,
35,244,1.697,48.3,0.1,0,
36,228,1.697,48.3,0.1,0,
37,235,1.699,48.3,0.1,0,
38,225,1.7,48.3,0.1,0,
39,226,1.699,48.3,0.1,0,
40,227,1.664,48.3,0.1,1,
41,238,1.664,48.3,0.1,1,
42,239,1.663,48.3,0.1,1,
43,233,1.663,48.3,0.1,1,
44,226,1.664,48.3,0.1,1,
45,220,1.663,48.3,0.1,1,
46,235,1.686,48.3,0.1,0,
47,216,1.687,48.3,0.1,0,
48,233,1.687,48.3,0.1,0,
49,220,1.694,48.3,0.1,0,
50,214,1.694,48.3,0.1,0,
51,226,1.679,48.3,0.1,0,
52,213,1.665,48.3,0.1,1,
53,221,1.664,48.3,0.1,1,
54,217,1.69,48.3,0.1,0,
55,212,1.689,48.3,0.1,0,
56,210,1.692,48.3,0.1,0,
57,220,1.687,48.3,0.1,0,
58,212,1.687,48.3,0.1,0,
59,207,1.687,48.3,0.1,0,
60,206,1.689,48.3,0.1,0,
61,219,1.689,48.3,0.1,0,
62,204,1.687,48.3,0.1,0,
63,217,1.688,48.3,0.1,0,
64,200,1.677,48.3,0.1,1,
65,200,1.678,48.3,0.1,0,
66,278,1.679,48.3,0.1,8,
67,203,1.677,48.3,0.1,0,
68,277,1.674,48.3,0.1,8,
69,274,1.674,48.3,0.1,8,
70,277,1.675,48.3,0.1,8,
71,279,1.675,48.3,0.1,9,
72,277,1.675,48.3,0.1,9,
73,207,1.672,48.3,0.1,0,
74,270,1.68,48.3,0.1,6,
75,269,1.679,48.3,0.1,6,
76,200,1.679,48.3,0.1,0,
77,267,1.679,48.3,0.1,7,
78,272,1.681,48.3,0.1,7,
79,280,1.678,48.3,0.1,12,
80,278,1.681,48.3,0.1,8,
81,267,1.676,48.3,0.1,6,
82,278,1.689,48.3,0.1,8,
83,268,1.689,48.3,0.1,5,
84,266,1.689,48.3,0.1,6,
85,275,1.69,48.3,0.1,6,
86,262,1.679,48.3,0.1,5,
87,271,1.689,48.3,0.1,8,
88,267,1.686,48.3,0.1,5,
89,256,1.686,48.3,0.1,4,
90,257,1.683,48.3,0.1,5,
91,253,1.691,48.3,0.1,1,
92,259,1.678,48.3,0.1,5,
93,259,1.678,48.3,0.1,5,
94,262,1.679,48.3,0.1,5,
95,266,1.679,48.3,0.1,6,
96,258,1.679,48.3,0.1,5,
97,260,1.677,48.3,0.1,5,
98,264,1.677,48.3,0.1,6,
99,254,1.679,48.3,0.1,4,
100,260,1.677,48.3,0.1,6,
101,256,1.679,48.3,0.1,5,
102,253,1.677,48.3,0.1,4,
103,248,1.678,48.3,0.1,2,
104,241,1.672,48.3,0.1,1,
105,243,1.672,48.3,0.1,2,
106,237,1.67,48.3,0.1,1,
107,247,1.67,48.3,0.1,0,
108,243,1.679,48.3,0.1,1,
109,242,1.685,48.3,0.1,0,
110,234,1.68,48.3,0.1,0,
111,235,1.68,48.3,0.1,0,
112,239,1.679,48.3,0.1,0,
113,234,1.679,48.3,0.1,0,
114,234,1.679,48.3,0.1,0,
115,231,1.677,48.3,0.1,0,
116,236,1.677,48.3,0.1,0,
117,233,1.676,48.3,0.1,0,
118,226,1.677,48.3,0.1,0,
119,236,1.677,48.3,0.1,0,
120,240,1.69,48.3,0.1,0,
121,230,1.69,48.3,0.1,0,
122,239,1.689,48.3,0.1,0,
123,228,1.678,48.3,0.1,0,
124,221,1.681,48.3,0.1,0,
125,237,1.678,48.3,0.1,0,
126,223,1.683,48.3,0.1,0,
127,218,1.684,48.3,0.1,0,
128,221,1.684,48.3,0.1,0,
129,215,1.683,48.3,0.1,0,
130,216,1.676,48.3,0.1,0,
131,221,1.676,48.3,0.1,0,
132,228,1.679,48.3,0.1,0,
133,221,1.679,48.3,0.1,0,
134,227,1.679,48.3,0.1,0,
135,211,1.679,48.3,0.1,0,
136,209,1.67,48.3,0.1,1,
137,215,1.677,48.3,0.1,0,
138,209,1.681,48.3,0.1,0,
139,215,1.681,48.3,0.1,0,
140,214,1.682,48.3,0.1,0,
141,203,1.681,48.3,0.1,0,
142,218,1.685,48.3,0.1,0,
143,213,1.685,48.3,0.1,0,
144,215,1.686,48.3,0.1,0,
145,203,1.686,48.3,0.1,0,
146,213,1.678,48.3,0.1,0,
147,208,1.679,48.3,0.1,0,
148,210,1.679,48.3,0.1,0,
149,280,1.68,48.3,0.1,12,
150,276,1.679,48.3,0.1,9,
151,206,1.679,48.3,0.1,0,
152,273,1.679,48.3,0.1,9,
153,279,1.679,48.3,0.1,7,
154,202,1.692,48.3,0.1,0,
155,272,1.678,48.3,0.1,8,
156,201,1.689,48.3,0.1,0,
157,267,1.679,48.3,0.1,6,
158,202,1.679,48.3,0.1,0,
159,274,1.678,48.3,0.1,8,
160,265,1.678,48.3,0.1,6,
161,266,1.679,48.3,0.1,6,
162,269,1.679,48.3,0.1,7,
163,277,1.68,48.3,0.1,7,
164,260,1.679,48.3,0.1,5,
165,263,1.679,48.3,0.1,6,
166,277,1.679,48.3,0.1,9,
167,263,1.679,48.3,0.1,6,
168,261,1.679,48.3,0.1,6,
169,262,1.679,48.3,0.1,6,
170,270,1.679,48.3,0.1,7,
171,272,1.684,48.3,0.1,8,
172,260,1.678,48.3,0.1,5,
173,270,1.681,48.3,0.1,5,
174,268,1.679,48.3,0.1,7,
175,250,1.679,48.3,0.1,2,
176,262,1.68,48.3,0.1,5,
177,260,1.677,48.3,0.1,6,
178,264,1.679,48.3,0.1,5,
179,246,1.683,48.3,0.1,1,
180,255,1.683,48.3,0.1,4,
181,247,1.68,48.3,0.1,0,
182,249,1.679,48.3,0.1,3,
183,243,1.678,48.3,0.1,1,
184,250,1.678,48.3,0.1,2,
185,252,1.679,48.3,0.1,3,
186,239,1.678,48.3,0.1,0,
187,249,1.682,48.3,0.1,2,
188,252,1.677,48.3,0.1,3,
189,235,1.682,48.3,0.1,0,
190,236,1.682,48.3,0.1,0,
191,233,1.682,48.3,0.1,0,
192,251,1.679,48.3,0.1,3,
193,237,1.676,48.3,0.1,1,
194,234,1.675,48.3,0.1,0,
195,235,1.679,48.3,0.1,0,
196,238,1.684,48.3,0.1,0,
197,234,1.684,48.3,0.1,0,
198,243,1.684,48.3,0.1,0,
199,234,1.684,48.5,0.1,0,
200,231,1.685,48.5,0.1,0,
201,240,1.67,48.5,0.1,1,
202,226,1.677,48.5,0.1,0,
203,222,1.672,48.5,0.1,0,
204,234,1.675,48.5,0.1,0,
205,230,1.68,48.5,0.1,0,
206,235,1.679,48.5,0.1,0,
207,219,1.679,48.5,0.1,0,
208,218,1.679,48.5,0.1,0,
209,227,1.679,48.5,0.1,0,
210,217,1.679,48.5,0.1,0,
211,231,1.686,48.5,0.1,0,
212,218,1.686,48.5,0.1,0,
213,213,1.686,48.5,0.1,0,
214,229,1.686,48.5,0.1,0,
215,209,1.686,48.5,0.1,0,
216,219,1.686,48.5,0.1,0,
217,216,1.687,48.5,0.1,0,
218,215,1.687,48.5,0.1,0,
219,206,1.687,48.5,0.1,0,
220,219,1.687,48.5,0.1,0,
221,213,1.687,48.5,0.1,0,
222,210,1.687,48.5,0.1,0,
223,210,1.677,48.5,0.1,0,
224,200,1.678,48.5,0.1,0,
225,210,1.678,48.5,0.1,0,
226,210,1.679,48.5,0.1,0,
227,205,1.68,48.5,0.1,0,
228,277,1.68,48.5,0.1,8,
229,213,1.68,48.5,0.1,0,
230,209,1.681,48.5,0.1,0,
231,277,1.682,48.5,0.1,8,
232,208,1.682,48.5,0.1,0,
233,204,1.682,48.5,0.1,0,
234,206,1.684,48.5,0.1,0,
235,204,1.685,48.5,0.099,0,
236,277,1.685,48.5,0.099,8,
237,278,1.687,48.5,0.099,8,
238,205,1.687,48.5,0.099,0,
239,278,1.687,48.5,0.099,6,
240,278,1.688,48.5,0.099,8,
241,267,1.688,48.5,0.099,5,
242,200,1.688,48.5,0.099,0,
243,273,1.688,48.5,0.099,8,
244,278,1.688,48.5,0.099,7,
245,264,1.689,48.5,0.099,3,
246,278,1.689,48.5,0.099,8,
247,271,1.686,48.5,0.099,7,
248,258,1.686,48.5,0.099,5,
249,262,1.686,48.5,0.099,5,
250,274,1.687,48.5,0.099,8,
251,254,1.687,48.5,0.099,4,
252,254,1.691,48.5,0.099,3,
253,264,1.678,48.5,0.099,6,
254,266,1.678,48.5,0.099,6,
255,252,1.678,48.5,0.099,3,
256,267,1.677,48.5,0.099,7,
257,257,1.699,48.5,0.099,2,
258,251,1.696,48.5,0.099,2,
259,249,1.685,48.5,0.099,1,
260,264,1.684,48.5,0.099,5,
261,249,1.679,48.5,0.099,2,
262,254,1.679,48.5,0.099,4,
263,260,1.684,48.5,0.099,4,
264,242,1.679,48.5,0.099,0,
265,246,1.678,48.5,0.099,2,
266,244,1.674,48.5,0.099,1,
267,250,1.681,48.5,0.099,2,
268,253,1.678,48.5,0.099,3,
269,252,1.687,48.5,0.099,3,
270,250,1.69,48.5,0.099,2,
271,252,1.679,48.5,0.099,2,
272,237,1.676,48.5,0.099,1,
273,234,1.676,48.5,0.099,0,
274,240,1.677,48.5,0.099,1,
275,235,1.679,48.5,0.099,0,
276,236,1.677,48.5,0.099,0,
277,235,1.677,48.5,0.099,0,
278,242,1.677,48.5,0.099,1,
279,228,1.677,48.5,0.099,0,
280,239,1.679,48.5,0.099,0,
281,224,1.677,48.5,0.099,0,
282,228,1.678,48.5,0.099,0,
283,235,1.678,48.5,0.099,0,
284,221,1.678,48.5,0.099,0,
285,221,1.678,48.5,0.099,0,
286,225,1.679,48.5,0.099,0,
287,235,1.679,48.5,0.099,0,
288,217,1.678,48.5,0.099,0,
289,216,1.68,48.5,0.099,0,
290,216,1.68,48.5,0.099,0,
291,233,1.678,48.5,0.099,0,
292,231,1.678,48.5,0.099,0,
293,226,1.678,48.5,0.099,0,
294,225,1.678,48.5,0.099,1,
295,229,1.681,48.5,0.099,0,
296,227,1.681,48.5,0.099,0,
297,227,1.678,48.5,0.099,0,
298,225,1.678,48.5,0.099,0,
299,220,1.681,48.5,0.099,0,
300,208,1.681,48.5,0.099,0,
301,205,1.678,48.5,0.099,0,
302,204,1.678,48.5,0.099,0,
303,205,1.678,48.5,0.099,0,
304,217,1.681,48.5,0.099,0,
305,216,1.681,48.5,0.099,0,
306,210,1.684,48.5,0.099,0,
307,204,1.678,48.5,0.099,0,
308,200,1.678,48.5,0.099,0,
309,207,1.684,48.5,0.099,0,
310,203,1.678,48.5,0.099,0,
311,280,1.685,48.5,0.099,10,
312,202,1.678,48.5,0.099,0,
313,274,1.678,48.5,0.099,9,
314,207,1.687,48.5,0.099,0,
315,271,1.678,48.5,0.099,9,
316,274,1.678,48.5,0.099,9,
317,201,1.678,48.5,0.099,0,
318,272,1.679,48.5,0.099,8,
319,200,1.679,48.5,0.099,0,
320,267,1.679,48.5,0.099,6,
321,265,1.678,48.5,0.099,7,
322,266,1.678,48.5,0.099,7,
323,264,1.678,48.5,0.099,7,
324,270,1.678,48.5,0.099,7,
325,277,1.684,48.5,0.099,8,
326,273,1.686,48.5,0.099,7,
327,267,1.678,48.5,0.099,6,
328,276,1.679,48.5,0.099,8,
329,270,1.686,48.5,0.099,6,
330,269,1.689,48.5,0.099,5,
331,259,1.69,48.5,0.099,5,
332,265,1.679,48.5,0.099,6,
333,258,1.679,48.5,0.099,6,
334,265,1.68,48.5,0.099,7,
335,267,1.678,48.5,0.099,7,
336,256,1.687,48.5,0.099,4,
337,262,1.688,48.5,0.099,5,
338,254,1.679,48.5,0.099,4,
339,264,1.679,48.5,0.099,6,
340,263,1.692,48.5,0.099,5,
341,253,1.692,48.5,0.099,1,
342,253,1.679,48.5,0.099,3,
343,243,1.679,48.5,0.099,1,
344,257,1.679,48.5,0.099,5,
345,252,1.694,48.5,0.099,1,
346,254,1.694,48.5,0.099,2,
347,252,1.679,48.5,0.099,3,
348,256,1.679,48.5,0.099,6,
349,255,1.678,48.5,0.099,4,
350,253,1.681,48.5,0.099,4,
351,240,1.681,48.5,0.099,0,
352,246,1.681,48.5,0.099,1,
353,248,1.681,48.5,0.099,2,
354,234,1.681,48.5,0.099,0,
355,237,1.67,48.5,0.099,1,
356,249,1.672,48.5,0.099,2,
357,245,1.679,48.5,0.099,1,
358,239,1.678,48.5,0.099,0,
359,241,1.679,48.5,0.099,0,
360,234,1.678,48.5,0.099,0,
361,242,1.678,48.5,0.099,1,
362,241,1.678,48.5,0.099,1,
363,242,1.678,48.5,0.099,1,
364,233,1.678,48.5,0.099,0,
365,224,1.678,48.5,0.099,0,
366,229,1.678,48.5,0.099,0,
367,222,1.678,48.5,0.099,0,
368,221,1.678,48.5,0.099,0,
369,223,1.678,48.5,0.099,0,
370,222,1.678,48.5,0.099,0,
371,227,1.679,48.5,0.099,0,
372,223,1.679,48.5,0.099,0,
373,216,1.679,48.5,0.099,0,
374,231,1.679,48.5,0.099,0,
375,228,1.68,48.5,0.099,0,
376,229,1.68,48.5,0.099,0,
377,211,1.68,48.5,0.099,0,
378,227,1.678,48.5,0.099,0,
379,207,1.678,48.5,0.099,0,
380,208,1.678,48.5,0.099,0,
381,210,1.679,48.5,0.099,0,
382,221,1.678,48.5,0.099,0,
383,214,1.676,48.5,0.099,0,
384,205,1.698,48.5,0.099,0,
385,216,1.677,48.5,0.099,0,
386,216,1.677,48.5,0.099,0,
387,206,1.677,48.5,0.099,0,
388,203,1.677,48.5,0.099,0,
389,205,1.676,48.5,0.099,0,
390,279,1.677,48.5,0.099,10,
391,200,1.69,48.5,0.099,0,
392,201,1.69,48.5,0.099,0,
393,207,1.691,48.5,0.099,0,
394,200,1.684,48.5,0.099,0,
395,203,1.685,48.5,0.099,0,
396,205,1.687,48.5,0.099,0,
397,277,1.679,48.5,0.099,8,
398,272,1.679,48.5,0.099,8,
399,201,1.679,48.5,0.099,0,
400,202,1.68,48.5,0.099,0,
401,201,1.679,48.5,0.099,0,
402,269,1.616,48.5,0.099,8,
403,278,1.68,48.5,0.099,8,
404,265,1.68,48.5,0.099,6,
405,267,1.679,48.5,0.099,6,
406,262,1.679,48.5,0.099,6,
407,261,1.68,48.5,0.099,6,
408,264,1.679,48.5,0.099,6,
409,269,1.679,48.5,0.099,6,
410,258,1.679,48.5,0.099,5,
411,262,1.679,48.5,0.099,5,
412,257,1.679,48.5,0.099,4,
413,269,1.679,48.2,0.099,6,
414,264,1.679,48.2,0.099,6,
415,252,1.679,48.2,0.099,3,
416,259,1.679,48.2,0.099,5,
417,256,1.679,48.2,0.099,5,
418,255,1.679,48.2,0.099,5,
419,263,1.679,48.2,0.099,6,
420,264,1.679,48.2,0.099,6,
421,255,1.679,48.2,0.099,4,
422,262,1.679,48.2,0.099,5,
423,257,1.679,48.2,0.099,5,
424,253,1.679,48.2,0.099,3,
425,255,1.679,48.2,0.099,4,
426,260,1.679,48.2,0.099,4,
427,252,1.68,48.2,0.099,3,
428,250,1.681,48.2,0.099,3,
429,255,1.681,48.2,0.099,4,
430,238,1.68,48.2,0.099,0,
431,245,1.68,48.2,0.099,1,
432,235,1.679,48.2,0.099,0,
433,244,1.679,48.2,0.099,1,
434,241,1.679,48.2,0.099,1,
435,247,1.679,48.2,0.099,1,
436,245,1.679,48.2,0.099,1,
437,240,1.701,48.2,0.099,0,
438,239,1.701,48.2,0.099,0,
439,235,1.701,48.2,0.099,0,
440,232,1.679,48.2,0.099,0,
441,226,1.678,48.2,0.099,0,
442,242,1.678,48.2,0.099,1,
443,238,1.678,48.2,0.099,0,
444,226,1.691,48.2,0.099,0,
445,227,1.691,48.2,0.099,0,
446,228,1.684,48.2,0.099,0,
447,239,1.686,48.2,0.099,0,
448,231,1.686,48.2,0.099,0,
449,218,1.686,48.2,0.099,0,
450,234,1.686,48.2,0.099,0,
451,222,1.686,48.2,0.099,0,
452,221,1.686,48.2,0.099,0,
453,224,1.686,48.2,0.099,0,
454,218,1.686,48.2,0.099,0,
455,218,1.686,48.2,0.099,0,
456,222,1.678,48.2,0.099,0,
457,220,1.677,48.2,0.099,0,
458,220,1.678,48.2,0.099,0,
459,223,1.677,48.2,0.099,0,
460,225,1.687,48.2,0.099,0,
461,221,1.687,48.2,0.099,0,
462,206,1.688,48.2,0.099,0,
463,214,1.692,48.2,0.099,0,
464,204,1.7,48.2,0.099,0,
465,211,1.701,48.2,0.099,0,
466,208,1.599,48.2,0.099,2,
467,215,1.609,48.2,0.099,2,
468,207,1.59,48.2,0.099,0,
469,209,1.679,48.2,0.099,0,
470,208,1.679,48.2,0.099,0,
471,213,1.678,48.2,0.099,0,
472,200,1.678,48.2,0.099,0,
473,209,1.677,48.2,0.099,0,
474,212,1.677,48.2,0.099,0,
475,207,1.678,48.2,0.099,0,
476,201,1.678,48.2,0.099,0,
477,200,1.677,48.2,0.099,0,
478,204,1.677,48.2,0.099,0,
479,272,1.677,48.2,0.099,8,
480,269,1.677,48.2,0.099,7,
481,272,1.677,48.2,0.099,8,
482,274,1.689,48.2,0.099,7,
483,203,1.689,48.2,0.099,0,
484,273,1.678,48.2,0.099,10,
485,280,1.688,48.2,0.099,9,
486,264,1.688,48.2,0.099,3,
487,272,1.691,48.2,0.099,6,
488,273,1.589,48.2,0.099,11,
489,270,1.589,48.2,0.099,8,
490,261,1.678,48.2,0.099,6,
491,257,1.678,48.2,0.099,5,
492,261,1.695,48.2,0.099,3,
493,269,1.564,48.2,0.099,8,
494,257,1.564,48.2,0.099,5,
495,253,1.538,48.2,0.099,4,
496,253,1.539,48.2,0.099,4,
497,260,1.679,48.2,0.099,5,
498,266,1.679,48.2,0.099,7,
499,258,1.676,48.2,0.099,5,
500,248,1.682,48.2,0.099,2,
501,265,1.676,48.2,0.099,6,
502,258,1.676,48.2,0.099,5,
503,260,1.68,48.2,0.099,4,
504,257,1.674,48.2,0.099,5,
505,252,1.69,48.2,0.099,1,
506,260,1.69,48.2,0.099,3,
507,246,1.69,48.2,0.099,0,
508,252,1.648,48.2,0.099,3,
509,252,1.659,48.2,0.099,3,
510,250,1.689,48.2,0.099,2,
511,256,1.689,48.2,0.099,4,
512,244,1.689,48.2,0.099,0,
513,253,1.684,48.2,0.099,3,
514,243,1.685,48.2,0.099,0,
515,243,1.685,48.2,0.099,0,
516,245,1.689,48.2,0.099,0,
517,244,1.684,48.2,0.099,0,
518,241,1.69,48.2,0.099,0,
519,248,1.681,48.2,0.099,2,
520,241,1.68,48.2,0.099,0,
521,235,1.68,48.2,0.099,0,
522,242,1.679,48.2,0.099,1,
523,243,1.679,48.2,0.099,1,
524,227,1.662,48.2,0.099,1,
525,227,1.682,48.2,0.099,0,
526,229,1.689,48.2,0.099,0,
527,224,1.689,48.2,0.099,0,
528,222,1.69,48.2,0.099,0,
529,222,1.695,48.2,0.099,0,
530,228,1.695,48.2,0.099,0,
531,235,1.697,48.2,0.099,0,
532,223,1.697,48.2,0.099,0,
533,216,1.698,48.2,0.099,0,
534,224,1.698,48.2,0.099,0,
535,221,1.689,48.2,0.099,0,
536,214,1.689,48.2,0.099,0,
537,217,1.699,48.2,0.099,0,
538,220,1.699,48.2,0.099,0,
539,211,1.697,48.2,0.099,0,
540,209,1.697,48.2,0.099,0,
541,224,1.683,48.2,0.099,0,
542,207,1.687,48.2,0.099,0,
543,224,1.687,48.2,0.099,0,
544,217,1.687,48.2,0.099,0,
545,222,1.698,48.2,0.099,0,
546,206,1.687,48.2,0.099,0,
547,220,1.682,48.2,0.099,0,
548,211,1.687,48.2,0.099,0,
549,208,1.682,48.2,0.099,0,
550,204,1.682,48.2,0.099,0,
551,204,1.68,48.2,0.099,0,
552,210,1.68,48.2,0.099,0,
553,278,1.678,48.2,0.099,9,
554,278,1.69,48.2,0.099,6,
555,279,1.659,48.2,0.099,10,
556,201,1.696,48.2,0.099,0,
557,280,1.696,48.2,0.099,9,
558,275,1.696,48.2,0.099,8,
559,204,1.696,48.2,0.099,0,
560,272,1.66,48.2,0.099,9,
561,200,1.696,48.2,0.099,0,
562,275,1.697,48.2,0.099,8,
563,274,1.659,48.2,0.099,9,
564,267,1.68,48.2,0.099,7,
565,274,1.68,48.2,0.099,8,
566,268,1.68,48.2,0.099,6,
567,270,1.679,48.2,0.099,6,
568,268,1.679,48.2,0.099,6,
569,279,1.679,48.2,0.099,9,
570,262,1.68,48.2,0.099,6,
571,277,1.669,48.2,0.099,9,
572,259,1.677,48.2,0.099,5,
573,257,1.677,48.2,0.099,6,
574,267,1.677,48.2,0.099,6,
575,266,1.669,48.2,0.099,7,
576,263,1.683,48.2,0.099,6,
577,266,1.683,48.2,0.099,5,
578,263,1.683,48.2,0.099,6,
579,260,1.684,48.2,0.099,5,
580,264,1.685,48.4,0.099,6,
581,255,1.689,48.4,0.099,4,
582,249,1.689,48.4,0.099,1,
583,251,1.7,48.4,0.099,1,
584,252,1.689,48.4,0.099,2,
585,260,1.689,48.4,0.099,3,
586,243,1.69,48.4,0.099,0,
587,247,1.686,48.4,0.099,0,
588,241,1.7,48.4,0.099,0,
589,252,1.7,48.4,0.099,1,
590,247,1.698,48.4,0.099,0,
591,245,1.701,48.4,0.099,0,
592,251,1.681,48.4,0.099,2,
593,236,1.678,48.4,0.099,0,
594,249,1.677,48.4,0.099,2,
595,236,1.669,48.4,0.099,1,
596,242,1.678,48.4,0.099,0,
597,238,1.669,48.4,0.099,1,
598,234,1.678,48.4,0.099,0,
599,237,1.669,48.4,0.099,1,
600,229,1.669,48.4,0.099,1,
601,240,1.678,48.4,0.099,1,
602,232,1.679,48.4,0.099,0,
603,244,1.689,48.4,0.099,0,
604,227,1.689,48.4,0.099,0,
605,229,1.689,48.4,0.099,0,
606,231,1.69,48.4,0.099,0,
607,226,1.69,48.4,0.099,0,
608,235,1.69,48.4,0.099,0,
609,227,1.699,48.4,0.099,0,
610,230,1.699,48.4,0.099,0,
611,225,1.699,48.4,0.099,0,
612,218,1.699,48.4,0.099,0,
613,219,1.7,48.4,0.099,0,
614,221,1.7,48.4,0.099,0,
615,227,1.701,48.4,0.099,0,
616,218,1.687,48.4,0.099,0,
617,222,1.688,48.4,0.099,0,
618,227,1.688,48.4,0.099,0,
619,213,1.688,48.4,0.099,0,
620,219,1.661,48.4,0.099,1,
621,221,1.666,48.4,0.098,1,
622,210,1.666,48.4,0.098,1,
623,219,1.666,48.4,0.098,1,
624,213,1.653,48.4,0.098,1,
625,215,1.685,48.4,0.098,0,
626,211,1.685,48.4,0.098,0,
627,215,1.686,48.4,0.098,0,
628,206,1.7,48.4,0.098,0,
629,210,1.678,48.4,0.098,0,
630,207,1.679,48.4,0.098,0,
631,217,1.673,48.4,0.098,0,
632,280,1.688,48.4,0.098,10,
633,213,1.688,48.4,0.098,0,
634,280,1.689,48.4,0.098,9,
635,210,1.688,48.4,0.098,0,
636,277,1.672,48.4,0.098,10,
637,208,1.672,48.4,0.098,0,
638,278,1.677,48.4,0.098,9,
639,209,1.678,48.4,0.098,0,
640,206,1.682,48.4,0.098,0,
641,278,1.679,48.4,0.098,7,
642,274,1.679,48.4,0.098,7,
643,201,1.676,48.4,0.098,0,
644,273,1.676,48.4,0.098,10,
645,278,1.679,48.4,0.098,7,
646,270,1.678,48.4,0.098,7,
647,268,1.7,48.4,0.098,4,
648,263,1.7,48.4,0.098,3,
649,277,1.702,48.4,0.098,7,
650,268,1.68,48.4,0.098,6,
651,266,1.681,48.4,0.098,6,
652,276,1.679,48.4,0.098,7,
653,261,1.679,48.4,0.098,6,
654,273,1.686,48.4,0.098,8,
655,262,1.686,48.4,0.098,4,
656,254,1.698,48.4,0.098,2,
657,267,1.699,48.4,0.098,4,
658,270,1.699,48.4,0.098,5,
659,251,1.67,48.4,0.098,3,
660,264,1.684,48.4,0.098,5,
661,267,1.688,48.4,0.098,5,
662,253,1.688,48.4,0.098,2,
663,250,1.688,48.4,0.098,2,
664,256,1.688,48.4,0.098,4,
665,247,1.651,48.4,0.098,1,
666,263,1.651,48.4,0.098,7,
667,244,1.682,48.4,0.098,0,
668,255,1.687,48.4,0.098,4,
669,251,1.683,48.4,0.098,3,
670,244,1.668,48.4,0.098,1,
671,256,1.668,48.4,0.098,5,
672,257,1.678,48.4,0.098,5,
673,242,1.699,48.4,0.098,0,
674,247,1.681,48.4,0.098,1,
675,245,1.681,48.4,0.098,1,
676,234,1.681,48.4,0.098,0,
677,238,1.694,48.4,0.098,0,
678,241,1.681,48.4,0.098,0,
679,232,1.681,48.4,0.098,0,
680,238,1.682,48.4,0.098,0,
681,233,1.682,48.4,0.098,0,
682,240,1.669,48.4,0.098,1,
683,237,1.669,48.4,0.098,2,
684,239,1.669,48.4,0.098,1,
685,239,1.699,48.4,0.098,0,
686,224,1.699,48.4,0.098,0,
687,240,1.699,48.4,0.098,0,
688,228,1.69,48.4,0.098,0,
689,223,1.684,48.4,0.098,0,
